COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00015,C00002,CLI00776,CHI,V00062,SUC00020,2018-04-16,32,810000.00,25312.50,129600.00
P00015,C00002,CLI00776,CHI,V00062,SUC00020,2021-04-16,32,-810000.00,-25312.50,129600.00
P00015,C00002,CLI00776,COL,V00046,SUC00019,2017-06-23,39,450000.00,11538.46,90000.00
P00015,C00002,CLI00776,COL,V00046,SUC00019,2020-06-23,39,450000.00,11538.46,90000.00
P00015,C00002,CLI00776,HON,V00006,SUC00030,2016-11-20,39,570000.00,14615.38,79800.00
P00015,C00002,CLI00575,PER,V00009,SUC00055,2018-02-02,27,310000.00,11481.48,62000.00
P00015,C00002,CLI00575,PER,V00009,SUC00055,2021-02-02,27,310000.00,11481.48,62000.00
P00015,C00002,CLI00334,ESP,V00026,SUC00046,2017-04-15,21,420000.00,20000.00,63000.00
P00015,C00002,CLI00334,MEX,V00021,SUC00064,2018-02-27,19,380000.00,20000.00,72200.00
P00015,C00002,CLI00334,MEX,V00021,SUC00064,2021-02-27,19,380000.00,20000.00,72200.00
P00015,C00002,CLI00424,COL,V00018,SUC00038,2016-12-15,5,140000.00,28000.00,12600.00
P00015,C00002,CLI00015,DOM,V00035,SUC00016,2018-02-20,30,620000.00,20666.67,111600.00
P00015,C00002,CLI00015,DOM,V00035,SUC00016,2021-02-20,30,620000.00,20666.67,111600.00
P00015,C00002,CLI00163,PER,V00013,SUC00036,2016-08-14,27,540000.00,20000.00,81000.00
P00015,C00002,CLI00163,PER,V00013,SUC00036,2020-08-14,27,540000.00,20000.00,81000.00
P00015,C00002,CLI00506,ESP,V00045,SUC00008,2018-05-08,48,990000.00,20625.00,128700.00
P00015,C00002,CLI00506,ESP,V00045,SUC00008,2021-05-08,48,990000.00,20625.00,128700.00
P00015,C00002,CLI00154,PAR,V00033,SUC00018,2017-10-12,42,1130000.00,26904.76,146900.00
P00015,C00002,CLI00018,ECU,V00050,SUC00023,2016-01-05,11,310000.00,28181.82,43400.00
P00015,C00002,CLI00018,ECU,V00050,SUC00023,2019-11-05,11,310000.00,28181.82,43400.00
P00015,C00002,CLI00018,URU,V00027,SUC00065,2017-04-03,29,790000.00,27241.38,86900.00
P00015,C00002,CLI00521,PER,V00013,SUC00036,2017-02-01,50,910000.00,18200.00,100100.00
P00015,C00002,CLI00489,CHI,V00008,SUC00033,2017-04-15,14,240000.00,17142.86,16800.00
P00015,C00002,CLI00489,ECU,V00029,SUC00025,2017-04-15,18,420000.00,23333.33,67200.00
P00015,C00002,CLI00159,ECU,V00050,SUC00023,2019-04-17,40,600000.00,15000.00,36000.00
P00015,C00002,CLI00068,URU,V00010,SUC00034,2017-05-29,43,790000.00,18372.09,63200.00
P00015,C00002,CLI00763,PAR,V00025,SUC00049,2017-03-07,6,80000.00,13333.33,0.80
P00015,C00002,CLI00257,ESP,V00045,SUC00008,2018-07-22,26,470000.00,18076.92,89300.00
P00015,C00002,CLI00257,ESP,V00045,SUC00008,2021-07-22,26,470000.00,18076.92,89300.00
P00015,C00002,CLI00257,HON,V00034,SUC00062,2018-03-01,19,520000.00,27368.42,67600.00
P00015,C00002,CLI00257,HON,V00034,SUC00062,2021-03-01,19,520000.00,27368.42,67600.00
P00015,C00002,CLI00104,PER,V00038,SUC00035,2016-08-15,21,240000.00,11428.57,33600.00
P00015,C00002,CLI00104,PER,V00038,SUC00035,2020-08-15,21,240000.00,11428.57,33600.00
P00015,C00002,CLI00104,PER,V00013,SUC00036,2019-02-11,5,130000.00,26000.00,18200.00
P00015,C00002,CLI00240,HON,V00020,SUC00032,2018-11-06,26,370000.00,14230.77,22200.00
P00015,C00002,CLI00240,HON,V00020,SUC00032,2020-11-06,26,370000.00,14230.77,22200.00
P00015,C00002,CLI00649,CHI,V00030,SUC00051,2017-09-18,22,590000.00,26818.18,100300.00
P00015,C00002,CLI00649,URU,V00010,SUC00034,2016-08-06,38,1020000.00,26842.11,122400.00
P00015,C00002,CLI00649,URU,V00010,SUC00034,2020-08-06,38,1020000.00,26842.11,122400.00
P00015,C00002,CLI00743,ECU,V00050,SUC00023,2016-05-05,10,150000.00,15000.00,10500.00
P00015,C00002,CLI00743,ECU,V00050,SUC00023,2020-05-05,10,150000.00,15000.00,10500.00
P00015,C00002,CLI00743,GUA,V00011,SUC00028,2018-12-07,25,500000.00,20000.00,30000.00
P00015,C00002,CLI00743,PAR,V00044,SUC00042,2018-12-07,16,430000.00,26875.00,81700.00
P00015,C00002,CLI00090,ESP,V00026,SUC00046,2018-12-16,41,1120000.00,27317.07,134400.00
P00015,C00002,CLI00090,HON,V00024,SUC00021,2016-12-31,47,1290000.00,27446.81,232200.00
P00015,C00002,CLI00090,URU,V00065,SUC00039,2018-04-30,21,460000.00,21904.76,46000.00
P00015,C00002,CLI00090,URU,V00065,SUC00039,2021-04-30,21,460000.00,21904.76,46000.00
P00015,C00002,CLI00513,HON,V00034,SUC00062,2016-01-27,38,990000.00,26052.63,89100.00
P00015,C00002,CLI00513,HON,V00034,SUC00062,2019-11-27,38,990000.00,26052.63,89100.00
P00015,C00002,CLI00513,HON,V00020,SUC00032,2019-01-09,39,410000.00,10512.82,32800.00
P00015,C00002,CLI00513,DOM,V00004,SUC00041,2016-08-05,16,240000.00,15000.00,21600.00
P00015,C00002,CLI00513,DOM,V00004,SUC00041,2020-08-05,16,240000.00,15000.00,21600.00
P00015,C00002,CLI00703,COL,V00046,SUC00019,2016-12-18,12,220000.00,18333.33,35200.00
P00015,C00002,CLI00759,GUA,V00015,SUC00004,2019-05-13,22,330000.00,15000.00,49500.00
P00015,C00002,CLI00509,ESP,V00026,SUC00046,2019-08-26,21,570000.00,27142.86,57000.00
P00015,C00002,CLI00509,GUA,V00016,SUC00007,2018-09-27,6,100000.00,16666.67,20000.00
P00015,C00002,CLI00509,GUA,V00016,SUC00007,2021-09-27,6,100000.00,16666.67,20000.00
P00015,C00002,CLI00324,DOM,V00004,SUC00041,2019-01-18,5,140000.00,28000.00,14000.00
P00015,C00002,CLI00324,URU,V00041,SUC00058,2017-05-01,30,630000.00,21000.00,69300.00
P00015,C00002,CLI00262,GUA,V00005,SUC00013,2017-05-13,16,330000.00,20625.00,19800.00
P00015,C00002,CLI00262,MEX,V00014,SUC00048,2019-08-21,10,200000.00,20000.00,20000.00
P00015,C00002,CLI00595,CRI,V00055,SUC00052,2018-09-28,34,600000.00,17647.06,108000.00
P00015,C00002,CLI00595,CRI,V00055,SUC00052,2021-09-28,34,600000.00,17647.06,108000.00
P00015,C00002,CLI00595,CRI,V00003,SUC00026,2016-09-24,9,130000.00,14444.44,14300.00
P00015,C00002,CLI00595,CRI,V00003,SUC00026,2020-09-24,9,130000.00,14444.44,14300.00
P00015,C00002,CLI00316,PAR,V00044,SUC00042,2017-07-15,48,740000.00,15416.67,118400.00
P00015,C00002,CLI00316,PAR,V00044,SUC00042,2020-07-15,48,740000.00,15416.67,118400.00
P00015,C00002,CLI00026,COL,V00031,SUC00054,2018-12-31,8,90000.00,11250.00,0.99
P00015,C00002,CLI00026,PER,V00037,SUC00010,2018-06-20,26,720000.00,27692.31,122400.00
P00015,C00002,CLI00026,PER,V00037,SUC00010,2021-06-20,26,720000.00,27692.31,122400.00
P00015,C00002,CLI00026,DOM,V00035,SUC00016,2019-09-19,46,1260000.00,27391.30,214200.00
P00015,C00002,CLI00216,ARG,V00058,SUC00024,2017-08-04,44,570000.00,12954.55,79800.00
P00015,C00002,CLI00101,MEX,V00019,SUC00005,2016-10-29,5,60000.00,12000.00,0.42
P00015,C00002,CLI00101,MEX,V00019,SUC00005,2020-10-29,5,60000.00,12000.00,0.42
P00015,C00002,CLI00101,MEX,V00048,SUC00053,2016-12-20,8,200000.00,25000.00,40000.00
P00015,C00002,CLI00631,HON,V00024,SUC00021,2017-08-13,9,100000.00,11111.11,0.70
P00015,C00002,CLI00631,PER,V00009,SUC00055,2018-03-13,42,1080000.00,25714.29,172800.00
P00015,C00002,CLI00631,PER,V00009,SUC00055,2021-03-13,42,1080000.00,25714.29,172800.00
P00015,C00002,CLI00631,PER,V00013,SUC00036,2016-03-04,6,150000.00,25000.00,15000.00
P00015,C00002,CLI00631,PER,V00013,SUC00036,2020-01-03,6,150000.00,25000.00,15000.00
P00015,C00002,CLI00631,PER,V00013,SUC00036,2020-03-04,6,150000.00,25000.00,15000.00
P00015,C00002,CLI00322,GUA,V00056,SUC00017,2019-03-13,13,270000.00,20769.23,24300.00
P00015,C00002,CLI00095,COL,V00031,SUC00054,2018-06-19,6,90000.00,15000.00,0.54
P00015,C00002,CLI00095,COL,V00031,SUC00054,2021-06-19,6,90000.00,15000.00,0.54
P00015,C00002,CLI00345,COL,V00018,SUC00038,2018-02-10,48,690000.00,14375.00,103500.00
P00015,C00002,CLI00345,COL,V00018,SUC00038,2021-02-10,48,690000.00,14375.00,103500.00
P00015,C00002,CLI00345,MEX,V00021,SUC00064,2019-08-16,23,350000.00,15217.39,59500.00
P00015,C00002,CLI00345,URU,V00049,SUC00063,2017-04-20,17,350000.00,20588.24,63000.00
P00015,C00002,CLI00245,COL,V00031,SUC00054,2019-07-13,49,720000.00,14693.88,86400.00
P00015,C00002,CLI00171,DOM,V00028,SUC00044,2016-09-14,29,460000.00,15862.07,87400.00
P00015,C00002,CLI00171,DOM,V00028,SUC00044,2020-09-14,29,460000.00,15862.07,87400.00
P00015,C00002,CLI00171,URU,V00010,SUC00034,2017-11-23,19,430000.00,22631.58,60200.00
P00015,C00002,CLI00336,MEX,V00014,SUC00048,2018-05-20,41,870000.00,21219.51,113100.00
P00015,C00002,CLI00336,MEX,V00014,SUC00048,2021-05-20,41,870000.00,21219.51,113100.00
P00015,C00002,CLI00746,ECU,V00029,SUC00025,2016-09-29,5,110000.00,22000.00,17600.00
P00015,C00002,CLI00746,ECU,V00029,SUC00025,2020-09-29,5,110000.00,22000.00,17600.00
P00015,C00002,CLI00746,URU,V00027,SUC00065,2017-12-24,9,180000.00,20000.00,30600.00
P00015,C00002,CLI00746,URU,V00027,SUC00065,2020-12-24,9,180000.00,20000.00,30600.00
P00015,C00002,CLI00005,COL,V00039,SUC00012,2019-04-29,41,630000.00,15365.85,119700.00
P00015,C00002,CLI00138,CRI,V00060,SUC00022,2017-04-11,18,270000.00,15000.00,32400.00
P00015,C00002,CLI00138,PAR,V00002,SUC00047,2018-02-01,2,30000.00,15000.00,0.18
P00015,C00002,CLI00138,PAR,V00002,SUC00047,2021-02-01,2,30000.00,15000.00,0.18
P00015,C00002,CLI00138,PER,V00040,SUC00061,2017-02-25,14,270000.00,19285.71,48600.00
P00015,C00002,CLI00637,DOM,V00054,SUC00040,2017-05-03,29,380000.00,13103.45,76000.00
P00015,C00002,CLI00156,HON,V00024,SUC00021,2016-01-22,25,500000.00,20000.00,90000.00
P00015,C00002,CLI00156,HON,V00024,SUC00021,2019-11-22,25,500000.00,20000.00,90000.00
P00015,C00002,CLI00156,HON,V00006,SUC00030,2019-05-31,46,1250000.00,27173.91,62500.00
P00015,C00002,CLI00156,MEX,V00048,SUC00053,2019-04-29,45,580000.00,12888.89,58000.00
P00015,C00002,CLI00357,PAR,V00025,SUC00049,2017-07-29,47,740000.00,15744.68,37000.00
P00015,C00002,CLI00357,PAR,V00025,SUC00049,2020-07-29,47,740000.00,15744.68,37000.00
P00015,C00002,CLI00218,COL,V00051,SUC00001,2018-12-26,3,70000.00,23333.33,12600.00
P00015,C00002,CLI00172,CHI,V00030,SUC00051,2016-09-13,28,430000.00,15357.14,86000.00
P00015,C00002,CLI00172,CHI,V00030,SUC00051,2020-09-13,28,430000.00,15357.14,86000.00
P00015,C00002,CLI00252,ECU,V00036,SUC00029,2017-08-30,17,180000.00,10588.24,16200.00
P00015,C00002,CLI00252,PER,V00038,SUC00035,2019-10-06,34,890000.00,26176.47,62300.00
P00015,C00002,CLI00103,CHI,V00052,SUC00003,2019-05-10,37,530000.00,14324.32,74200.00
P00015,C00002,CLI00103,MEX,V00021,SUC00064,2019-02-24,43,1190000.00,27674.42,59500.00
P00015,C00002,CLI00103,PAR,V00002,SUC00047,2019-02-16,43,890000.00,20697.67,53400.00
P00015,C00002,CLI00734,CHI,V00062,SUC00020,2016-02-06,4,110000.00,27500.00,0.66
P00015,C00002,CLI00734,CHI,V00062,SUC00020,2019-12-07,4,110000.00,27500.00,0.66
P00015,C00002,CLI00734,CHI,V00062,SUC00020,2020-02-06,4,110000.00,27500.00,0.66
P00015,C00002,CLI00693,CHI,V00052,SUC00003,2019-09-14,17,200000.00,11764.71,40000.00
P00015,C00002,CLI00693,ESP,V00045,SUC00008,2016-07-12,31,470000.00,15161.29,51700.00
P00015,C00002,CLI00228,PAR,V00033,SUC00018,2017-08-27,39,730000.00,18717.95,94900.00
P00015,C00002,CLI00155,CHI,V00023,SUC00059,2017-09-01,5,70000.00,14000.00,0.70
P00015,C00002,CLI00155,ECU,V00050,SUC00023,2019-04-27,18,490000.00,27222.22,98000.00
P00015,C00002,CLI00155,URU,V00027,SUC00065,2016-08-18,34,880000.00,25882.35,61600.00
P00015,C00002,CLI00155,URU,V00027,SUC00065,2020-08-18,34,880000.00,25882.35,61600.00
P00015,C00002,CLI00508,ARG,V00032,SUC00057,2017-08-26,45,590000.00,13111.11,76700.00
P00015,C00002,CLI00508,COL,V00018,SUC00038,2017-11-27,24,370000.00,15416.67,44400.00
P00015,C00002,CLI00508,GUA,V00005,SUC00013,2017-08-26,10,220000.00,22000.00,41800.00
P00015,C00002,CLI00508,PER,V00040,SUC00061,2017-11-27,20,300000.00,15000.00,60000.00
P00015,C00002,CLI00190,CRI,V00055,SUC00052,2016-03-29,19,240000.00,12631.58,40800.00
P00015,C00002,CLI00190,CRI,V00055,SUC00052,2020-01-28,19,240000.00,12631.58,40800.00
P00015,C00002,CLI00190,CRI,V00055,SUC00052,2020-03-29,19,240000.00,12631.58,40800.00
P00015,C00002,CLI00190,GUA,V00015,SUC00004,2017-05-17,40,600000.00,15000.00,96000.00
P00015,C00002,CLI00519,COL,V00018,SUC00038,2017-04-30,46,590000.00,12826.09,29500.00
P00015,C00002,CLI00720,ECU,V00036,SUC00029,2016-12-11,42,1120000.00,26666.67,179200.00
P00015,C00002,CLI00720,PAR,V00043,SUC00009,2018-10-29,23,290000.00,12608.70,46400.00
P00015,C00002,CLI00173,MEX,V00014,SUC00048,2016-04-04,46,600000.00,13043.48,42000.00
P00015,C00002,CLI00173,MEX,V00014,SUC00048,2020-04-04,46,600000.00,13043.48,42000.00
P00015,C00002,CLI00478,CRI,V00001,SUC00031,2018-11-10,1,20000.00,20000.00,0.34
P00015,C00002,CLI00478,CRI,V00001,SUC00031,2020-11-10,1,20000.00,20000.00,0.34
P00015,C00002,CLI00099,GUA,V00005,SUC00013,2017-01-08,24,280000.00,11666.67,47600.00
P00015,C00002,CLI00679,COL,V00046,SUC00019,2017-08-26,16,330000.00,20625.00,23100.00
P00015,C00002,CLI00290,PAR,V00002,SUC00047,2018-06-22,23,520000.00,22608.70,41600.00
P00015,C00002,CLI00290,PAR,V00002,SUC00047,2021-06-22,23,520000.00,22608.70,41600.00
P00015,C00002,CLI00540,URU,V00010,SUC00034,2019-03-30,11,170000.00,15454.55,32300.00
P00015,C00002,CLI00603,ECU,V00050,SUC00023,2017-09-19,5,130000.00,26000.00,18200.00
P00015,C00002,CLI00603,MEX,V00019,SUC00005,2017-12-01,34,490000.00,14411.76,93100.00
P00015,C00002,CLI00603,MEX,V00019,SUC00005,2020-12-01,34,490000.00,14411.76,93100.00
P00015,C00002,CLI00289,ECU,V00064,SUC00060,2017-10-12,26,450000.00,17307.69,76500.00
P00015,C00002,CLI00087,PER,V00013,SUC00036,2016-09-12,4,60000.00,15000.00,0.30
P00015,C00002,CLI00087,PER,V00013,SUC00036,2020-09-12,4,60000.00,15000.00,0.30
P00015,C00002,CLI00634,COL,V00039,SUC00012,2018-11-01,42,850000.00,20238.10,110500.00
P00015,C00002,CLI00634,COL,V00039,SUC00012,2020-11-01,42,850000.00,20238.10,110500.00
P00015,C00002,CLI00634,ECU,V00064,SUC00060,2016-10-05,49,1310000.00,26734.69,144100.00
P00015,C00002,CLI00634,ECU,V00064,SUC00060,2020-10-05,49,1310000.00,26734.69,144100.00
P00015,C00002,CLI00135,PER,V00040,SUC00061,2016-01-17,3,60000.00,20000.00,0.84
P00015,C00002,CLI00135,PER,V00040,SUC00061,2019-11-17,3,60000.00,20000.00,0.84
P00015,C00002,CLI00533,ESP,V00026,SUC00046,2019-06-13,43,1110000.00,25813.95,144300.00
P00015,C00002,CLI00418,CHI,V00052,SUC00003,2017-03-14,20,230000.00,11500.00,20700.00
P00015,C00002,CLI00418,MEX,V00048,SUC00053,2019-10-19,24,560000.00,23333.33,72800.00
P00015,C00002,CLI00418,DOM,V00054,SUC00040,2018-01-18,27,420000.00,15555.56,21000.00
P00015,C00002,CLI00418,DOM,V00054,SUC00040,2021-01-18,27,420000.00,15555.56,21000.00
P00015,C00002,CLI00418,DOM,V00059,SUC00011,2016-01-07,11,170000.00,15454.55,0.85
P00015,C00002,CLI00418,DOM,V00059,SUC00011,2019-11-07,11,170000.00,15454.55,0.85
P00015,C00002,CLI00113,COL,V00031,SUC00054,2018-09-15,10,250000.00,25000.00,27500.00
P00015,C00002,CLI00113,COL,V00031,SUC00054,2021-09-15,10,250000.00,25000.00,27500.00
P00015,C00002,CLI00378,DOM,V00035,SUC00016,2019-02-06,43,660000.00,15348.84,72600.00
P00015,C00002,CLI00230,ESP,V00045,SUC00008,2017-09-25,35,590000.00,16857.14,35400.00
P00015,C00002,CLI00230,HON,V00006,SUC00030,2019-07-09,13,250000.00,19230.77,17500.00
P00015,C00002,CLI00457,ECU,V00029,SUC00025,2016-11-04,31,400000.00,12903.23,32000.00
P00015,C00002,CLI00116,COL,V00031,SUC00054,2017-06-16,34,880000.00,25882.35,52800.00
P00015,C00002,CLI00116,COL,V00031,SUC00054,2020-06-16,34,880000.00,25882.35,52800.00
P00015,C00002,CLI00615,ESP,V00061,SUC00014,2019-06-08,48,750000.00,15625.00,127500.00
P00015,C00002,CLI00338,ESP,V00063,SUC00027,2016-10-10,46,730000.00,15869.57,73000.00
P00015,C00002,CLI00338,ESP,V00063,SUC00027,2020-10-10,46,730000.00,15869.57,73000.00
P00015,C00002,CLI00109,URU,V00041,SUC00058,2017-08-10,48,980000.00,20416.67,49000.00
P00015,C00002,CLI00652,CHI,V00008,SUC00033,2019-05-10,45,640000.00,14222.22,32000.00
P00015,C00002,CLI00652,PAR,V00043,SUC00009,2019-08-04,2,30000.00,15000.00,0.48
P00015,C00002,CLI00422,ARG,V00058,SUC00024,2016-10-08,15,230000.00,15333.33,34500.00
P00015,C00002,CLI00422,ARG,V00058,SUC00024,2020-10-08,15,230000.00,15333.33,34500.00
P00015,C00002,CLI00422,CRI,V00001,SUC00031,2017-09-01,40,1070000.00,26750.00,53500.00
P00015,C00002,CLI00422,PER,V00037,SUC00010,2019-01-03,14,250000.00,17857.14,22500.00
P00015,C00002,CLI00628,MEX,V00047,SUC00056,2017-02-27,8,110000.00,13750.00,0.55
P00015,C00002,CLI00220,DOM,V00028,SUC00044,2017-11-12,42,630000.00,15000.00,31500.00
P00015,C00002,CLI00751,GUA,V00015,SUC00004,2018-08-18,44,680000.00,15454.55,102000.00
P00015,C00002,CLI00751,GUA,V00015,SUC00004,2021-08-18,44,680000.00,15454.55,102000.00
P00015,C00002,CLI00751,PER,V00009,SUC00055,2016-03-12,39,510000.00,13076.92,66300.00
P00015,C00002,CLI00751,PER,V00009,SUC00055,2020-01-11,39,510000.00,13076.92,66300.00
P00015,C00002,CLI00751,PER,V00009,SUC00055,2020-03-12,39,510000.00,13076.92,66300.00
P00015,C00002,CLI00577,ESP,V00061,SUC00014,2019-06-20,18,280000.00,15555.56,36400.00
P00015,C00002,CLI00765,URU,V00027,SUC00065,2019-09-23,47,1060000.00,22553.19,63600.00
P00015,C00002,CLI00186,DOM,V00004,SUC00041,2019-09-19,31,610000.00,19677.42,115900.00
P00015,C00002,CLI00304,ARG,V00058,SUC00024,2016-02-11,18,480000.00,26666.67,38400.00
P00015,C00002,CLI00304,ARG,V00058,SUC00024,2019-12-12,18,480000.00,26666.67,38400.00
P00015,C00002,CLI00304,ARG,V00058,SUC00024,2020-02-11,18,480000.00,26666.67,38400.00
P00015,C00002,CLI00304,CHI,V00008,SUC00033,2016-02-11,48,1320000.00,27500.00,211200.00
P00015,C00002,CLI00304,CHI,V00008,SUC00033,2019-12-12,48,1320000.00,27500.00,211200.00
P00015,C00002,CLI00304,CHI,V00008,SUC00033,2020-02-11,48,1320000.00,27500.00,211200.00
P00015,C00002,CLI00304,ESP,V00061,SUC00014,2018-06-26,16,230000.00,14375.00,11500.00
P00015,C00002,CLI00304,ESP,V00061,SUC00014,2021-06-26,16,230000.00,14375.00,11500.00
P00015,C00002,CLI00304,GUA,V00056,SUC00017,2016-06-11,29,380000.00,13103.45,68400.00
P00015,C00002,CLI00304,PER,V00040,SUC00061,2019-06-07,12,140000.00,11666.67,0.70
P00015,C00002,CLI00304,DOM,V00035,SUC00016,2018-01-13,41,530000.00,12926.83,90100.00
P00015,C00002,CLI00304,DOM,V00035,SUC00016,2021-01-13,41,530000.00,12926.83,90100.00
P00015,C00002,CLI00658,ESP,V00026,SUC00046,2019-05-12,46,680000.00,14782.61,122400.00
P00015,C00002,CLI00677,ECU,V00007,SUC00002,2017-07-19,40,640000.00,16000.00,115200.00
P00015,C00002,CLI00677,ECU,V00007,SUC00002,2020-07-19,40,640000.00,16000.00,115200.00
P00015,C00002,CLI00592,CRI,V00001,SUC00031,2016-07-26,48,1290000.00,26875.00,64500.00
P00015,C00002,CLI00592,DOM,V00054,SUC00040,2016-07-26,8,210000.00,26250.00,37800.00
P00015,C00002,CLI00450,COL,V00051,SUC00001,2017-07-23,12,230000.00,19166.67,25300.00
P00015,C00002,CLI00450,COL,V00051,SUC00001,2020-07-23,12,230000.00,19166.67,25300.00
P00015,C00002,CLI00440,COL,V00018,SUC00038,2018-01-29,3,60000.00,20000.00,0.84
P00015,C00002,CLI00440,COL,V00018,SUC00038,2021-01-29,3,60000.00,20000.00,0.84
P00015,C00002,CLI00440,ESP,V00012,SUC00050,2016-06-01,7,100000.00,14285.71,20000.00
P00015,C00002,CLI00618,ARG,V00032,SUC00057,2017-11-27,24,350000.00,14583.33,35000.00
P00015,C00002,CLI00618,ARG,V00053,SUC00006,2016-09-25,32,490000.00,15312.50,24500.00
P00015,C00002,CLI00618,ARG,V00053,SUC00006,2020-09-25,32,490000.00,15312.50,24500.00
P00015,C00002,CLI00640,CRI,V00022,SUC00037,2019-04-10,50,650000.00,13000.00,52000.00
P00015,C00002,CLI00147,DOM,V00035,SUC00016,2017-07-19,8,210000.00,26250.00,18900.00
P00015,C00002,CLI00147,DOM,V00035,SUC00016,2020-07-19,8,210000.00,26250.00,18900.00
P00015,C00002,CLI00560,ESP,V00045,SUC00008,2018-09-02,30,390000.00,13000.00,39000.00
P00015,C00002,CLI00560,ESP,V00045,SUC00008,2021-09-02,30,390000.00,13000.00,39000.00
P00015,C00002,CLI00560,PER,V00009,SUC00055,2016-04-09,43,830000.00,19302.33,107900.00
P00015,C00002,CLI00560,PER,V00009,SUC00055,2020-04-09,43,830000.00,19302.33,107900.00
P00015,C00002,CLI00111,CHI,V00030,SUC00051,2018-09-25,2,30000.00,15000.00,0.36
P00015,C00002,CLI00111,CHI,V00030,SUC00051,2021-09-25,2,30000.00,15000.00,0.36
P00015,C00002,CLI00111,PAR,V00025,SUC00049,2018-03-03,8,120000.00,15000.00,22800.00
P00015,C00002,CLI00111,PAR,V00025,SUC00049,2019-04-14,4,50000.00,12500.00,0.85
P00015,C00002,CLI00111,PAR,V00025,SUC00049,2021-03-03,8,120000.00,15000.00,22800.00
P00015,C00002,CLI00770,CHI,V00023,SUC00059,2016-08-28,25,290000.00,11600.00,43500.00
P00015,C00002,CLI00770,CHI,V00023,SUC00059,2020-08-28,25,290000.00,11600.00,43500.00
P00015,C00002,CLI00475,ECU,V00029,SUC00025,2017-11-27,35,680000.00,19428.57,129200.00
P00015,C00002,CLI00475,PAR,V00044,SUC00042,2017-11-27,35,450000.00,12857.14,85500.00
P00015,C00002,CLI00475,PER,V00013,SUC00036,2017-11-27,47,730000.00,15531.91,58400.00
P00015,C00002,CLI00464,COL,V00046,SUC00019,2016-04-17,2,40000.00,20000.00,0.72
P00015,C00002,CLI00464,COL,V00046,SUC00019,2020-04-17,2,40000.00,20000.00,0.72
P00015,C00002,CLI00464,DOM,V00028,SUC00044,2019-05-08,14,340000.00,24285.71,17000.00
P00015,C00002,CLI00030,CHI,V00023,SUC00059,2018-12-08,38,570000.00,15000.00,28500.00
P00015,C00002,CLI00030,COL,V00031,SUC00054,2016-06-22,31,470000.00,15161.29,42300.00
P00015,C00002,CLI00030,PAR,V00043,SUC00009,2018-12-20,36,610000.00,16944.44,42700.00
P00015,C00002,CLI00183,PAR,V00002,SUC00047,2017-04-09,15,170000.00,11333.33,13600.00
P00015,C00002,CLI00739,COL,V00046,SUC00019,2018-01-08,29,460000.00,15862.07,73600.00
P00015,C00002,CLI00739,COL,V00046,SUC00019,2021-01-08,29,460000.00,15862.07,73600.00
P00015,C00002,CLI00739,URU,V00027,SUC00065,2018-01-08,12,240000.00,20000.00,38400.00
P00015,C00002,CLI00739,URU,V00027,SUC00065,2021-01-08,12,240000.00,20000.00,38400.00
P00015,C00002,CLI00394,MEX,V00047,SUC00056,2019-05-09,7,100000.00,14285.71,0.50
P00015,C00002,CLI00545,HON,V00020,SUC00032,2019-08-18,24,250000.00,10416.67,45000.00
P00015,C00002,CLI00545,MEX,V00021,SUC00064,2019-02-09,41,530000.00,12926.83,37100.00
P00015,C00002,CLI00545,PAR,V00033,SUC00018,2018-12-03,11,170000.00,15454.55,28900.00
P00015,C00002,CLI00545,PER,V00013,SUC00036,2016-03-19,39,480000.00,12307.69,67200.00
P00015,C00002,CLI00545,PER,V00013,SUC00036,2020-01-18,39,480000.00,12307.69,67200.00
P00015,C00002,CLI00545,PER,V00013,SUC00036,2020-03-19,39,480000.00,12307.69,67200.00
P00015,C00002,CLI00602,ARG,V00053,SUC00006,2018-10-22,5,70000.00,14000.00,0.77
P00015,C00002,CLI00602,URU,V00027,SUC00065,2018-09-07,16,230000.00,14375.00,34500.00
P00015,C00002,CLI00602,URU,V00027,SUC00065,2021-09-07,16,230000.00,14375.00,34500.00
P00015,C00002,CLI00292,PER,V00038,SUC00035,2018-11-02,46,700000.00,15217.39,49000.00
P00015,C00002,CLI00292,PER,V00038,SUC00035,2020-11-02,46,700000.00,15217.39,49000.00
P00015,C00002,CLI00102,GUA,V00005,SUC00013,2019-01-30,21,540000.00,25714.29,32400.00
P00015,C00002,CLI00305,URU,V00027,SUC00065,2018-09-27,43,1070000.00,24883.72,139100.00
P00015,C00002,CLI00305,URU,V00027,SUC00065,2021-09-27,43,1070000.00,24883.72,139100.00
P00015,C00002,CLI00732,ECU,V00007,SUC00002,2017-11-04,22,620000.00,28181.82,62000.00
P00015,C00002,CLI00352,MEX,V00048,SUC00053,2017-12-26,24,470000.00,19583.33,42300.00
P00015,C00002,CLI00352,MEX,V00048,SUC00053,2020-12-26,24,470000.00,19583.33,42300.00
P00015,C00002,CLI00535,HON,V00020,SUC00032,2017-07-31,15,250000.00,16666.67,42500.00
P00015,C00002,CLI00535,HON,V00020,SUC00032,2020-07-31,15,250000.00,16666.67,42500.00
P00015,C00002,CLI00535,URU,V00027,SUC00065,2018-10-25,27,420000.00,15555.56,42000.00
